轮数,主队,客队,主队积分,客队积分,主队排名,客队排名,威廉希尔1,威廉希尔2,威廉希尔3,威廉希尔4,威廉希尔5,威廉希尔6,立博1,立博2,立博3,立博4,立博5,立博6,澳门1,澳门2,澳门3,澳门4,澳门5,澳门6,盘,主队得分,客队得分
44,诺丁汉,雷  丁,45,79,21,3,2.40,3.50,2.80,2.25,3.30,3.20,2.62,3.40,2.50,2.20,3.30,3.20,0.900↓,平手/半球,0.920↑,1.060,平手/半球,0.760,赢,3,2
44,维  冈,加的夫,40,58,23,13,2.45,3.25,2.90,2.15,3.25,3.50,2.40,3.30,2.90,2.05,3.30,3.75,0.900↓,平手/半球,0.920↑,0.960,平手/半球,0.860,输半,0,0
44,布伦特,巡游者,60,50,11,17,2.00,3.75,3.40,2.00,3.60,3.50,1.95,3.60,3.60,1.91,3.60,3.80,0.920↑,半球,0.900↓,0.860,半球,0.960,赢,3,1
44,布里斯,巴恩斯,48,57,18,14,1.75,3.80,4.40,1.67,4.00,4.75,1.85,3.60,3.80,1.62,4.00,4.75,0.760↓,半球/一球,1.060↑,0.860,半球/一球,0.960,赢半,3,2
44,伯 顿,利  兹,48,73,19,7,3.00,3.25,2.37,3.00,3.25,2.37,3.00,3.30,2.30,3.00,3.10,2.40,0.800↑,受平手/半球,1.020↓,0.760,受平手/半球,1.060,赢,2,1
44,狼  队,布莱克,54,44,16,22,2.25,3.30,3.20,2.20,3.25,3.30,2.15,3.30,3.30,2.10,3.30,3.40,0.840↓,平手/半球,0.980↑,0.960,平手/半球,0.860,输半,0,0
44,哈德斯,富勒姆,78,73,4,6,2.40,3.50,2.80,2.40,3.10,3.10,2.30,3.40,2.90,2.30,3.30,3.00,1.060↑,平手/半球,0.760↓,1.040,平手/半球,0.780,输,1,4
44,罗瑟汉,伊普斯,18,55,24,15,4.00,3.75,1.85,3.10,3.20,2.37,4.00,3.60,1.83,2.88,3.10,2.50,0.940↓,受平手/半球x升,0.880↑,0.960,受半球,0.860,赢,1,0
44,谢周三,德比郡,75,63,5,9,1.91,3.50,4.00,1.91,3.50,4.00,2.05,3.40,3.50,1.95,3.40,4.00,1.140↑,半球/一球,0.680↓,1.020,半球/一球,0.800,赢半,2,1
44,维  拉,伯明翰,58,47,13,21,1.91,3.50,4.00,2.10,3.25,3.60,1.85,3.50,4.20,2.05,3.25,3.80,1.060↑,半球,0.760↓,0.980,半球,0.840,赢,1,0
44,纽  卡,普雷斯,85,61,2,11,1.50,4.20,6.50,1.30,5.00,10.00,1.62,4.00,5.25,1.44,4.33,7.00,0.920↓,球半x升,0.900↑,1.080,一球/球半,0.740,赢,4,1
45,加的夫,纽  卡,59,88,13,2,3.60,3.75,1.95,3.10,3.40,2.25,3.60,3.50,1.91,3.25,3.30,2.20,0.920↑,受平手/半球x升,0.900↓,0.840,受半球,0.980,输,0,2
45,巴恩斯,伯 顿,57,51,14,18,2.60,3.40,2.62,2.30,3.30,3.10,2.50,3.30,2.60,2.20,3.70,3.10,0.620↓,平手,1.200↑,0.800,平手,1.020,走盘,1,1
45,富勒姆,布伦特,76,63,6,9,1.55,4.33,5.50,1.53,4.50,5.50,1.53,4.20,5.20,1.57,4.40,5.50,1.060↑,一球/球半,0.760↓,0.920,一球/球半,0.900,输,1,1
45,雷  丁,维  冈,79,41,4,23,1.91,3.50,4.00,1.91,3.40,4.20,1.80,3.50,4.20,1.87,3.70,4.33,1.120↑,半球/一球x升,0.700↓,0.960,半球,0.860,赢半,1,0
45,普雷斯,罗瑟汉,61,21,11,24,1.50,4.40,6.00,1.44,4.50,6.50,1.44,4.33,6.00,1.53,4.60,6.00,0.980↓,一球/球半,0.840↑,1.020,一球/球半,0.800,输,1,1
45,德比郡,狼  队,63,55,10,15,2.00,3.40,3.80,1.91,3.40,4.20,1.91,3.30,3.80,1.83,3.70,4.40,0.820↓,半球,1.000↑,0.920,半球,0.900,赢,3,1
45,巡游者,诺丁汉,50,48,19,20,2.45,3.40,2.80,2.45,3.25,2.90,2.40,3.20,2.80,2.40,3.25,3.10,0.700↓,平手,1.120↑,0.860,平手,0.960,赢,2,0
45,伯明翰,哈德斯,47,81,21,3,2.87,3.20,2.50,2.00,3.40,3.80,2.75,3.00,2.50,2.00,3.50,3.90,0.600↓,平手/半球x升,1.220↑,0.900,平手,0.920,赢,2,0
45,伊普斯,谢周三,55,78,16,5,3.80,3.40,2.00,3.80,3.25,2.05,3.90,3.20,1.91,3.90,3.40,2.10,0.800↓,受半球,1.020↑,0.840,受半球,0.980,输,0,1
45,布莱克,维  拉,45,61,22,12,2.25,3.20,3.30,2.15,3.25,3.50,2.25,3.10,3.10,2.15,3.30,3.50,0.840↑,平手/半球,0.980↓,0.820,平手/半球,1.000,赢,1,0
45,利  兹,诺维奇,73,66,7,8,2.15,3.50,3.25,2.05,3.60,3.40,2.10,3.40,3.20,2.10,3.80,3.30,0.780↓,平手/半球,1.040↑,0.860,平手/半球,0.960,输半,3,3
45,布赖顿,布里斯,92,51,1,17,1.67,4.00,4.75,1.40,4.50,8.00,1.60,3.90,4.80,1.44,4.60,8.00,0.880↓,一球/球半x升,0.940↑,1.000,一球,0.820,输,0,1
46,伯 顿,雷  丁,52,82,19,3,2.38,3.40,2.90,2.50,3.40,2.70,2.30,3.25,2.88,2.25,3.40,3.20,1.120↑,平手/半球,0.700↓,0.880,平手/半球,0.940,输,2,4
46,哈德斯,加的夫,81,59,5,13,2.00,3.40,3.75,1.83,3.75,4.00,1.95,3.30,3.60,1.80,3.80,4.20,0.740↓,半球x升,1.080↑,0.900,平手/半球,0.920,输,0,3
46,维  拉,布赖顿,61,92,12,1,3.20,3.30,2.25,3.50,3.30,2.10,3.50,3.30,2.00,3.50,3.60,2.10,1.000↓,受平手/半球,0.820↑,1.020,受平手/半球,0.800,赢半,1,1
46,诺维奇,巡游者,67,53,8,18,1.75,4.00,4.20,1.53,4.33,5.50,1.75,3.70,4.20,1.60,4.33,5.50,0.780↓,一球x升,1.040↑,0.860,半球/一球,0.960,赢,4,0
46,纽  卡,巴恩斯,91,58,2,14,1.36,5.00,8.00,1.25,5.50,13.00,1.33,4.80,8.00,1.22,6.00,12.00,0.900↑,球半/两球,0.920↓,0.880,球半/两球,0.940,赢,3,0
46,维  冈,利  兹,41,74,23,7,3.10,3.50,2.20,2.50,3.30,2.75,3.00,3.30,2.20,2.55,3.30,2.60,0.740↓,平手x升,1.080↑,0.860,受平手/半球,0.960,走盘,1,1
46,布伦特,布莱克,64,48,10,22,2.50,3.60,2.60,2.38,3.60,2.75,2.55,3.40,2.50,2.45,3.75,2.80,0.720↓,平手,1.100↑,0.920,平手,0.900,输,1,3
46,布里斯,伯明翰,54,50,17,20,2.60,3.40,2.60,2.50,3.40,2.70,2.55,3.30,2.50,2.88,3.40,2.50,0.860↓,平手,0.960↑,0.940,平手,0.880,输,0,1
46,谢周三,富勒姆,81,77,4,6,2.30,3.60,2.88,2.70,3.30,2.60,2.30,3.50,2.75,2.45,3.30,2.90,1.000↓,平手x降,0.820↑,1.040,平手/半球,0.780,输,1,2
46,诺丁汉,伊普斯,48,55,21,16,1.80,3.75,4.20,1.57,4.00,5.50,1.75,3.50,4.25,1.57,4.33,5.75,0.660↓,半球/一球,1.160↑,0.700,半球/一球,1.120,赢,3,0
46,罗瑟汉,德比郡,22,66,24,9,4.60,3.80,1.73,5.00,3.50,1.73,4.80,3.70,1.67,4.80,3.90,1.70,0.920,受半球/一球,0.900,0.920,受半球/一球,0.900,赢,1,1
46,狼  队,普雷斯,55,62,15,11,2.20,3.50,3.10,2.10,3.30,3.50,2.10,3.40,3.20,2.10,3.50,3.50,0.740↓,平手/半球,1.080↑,0.800,平手/半球,1.020,赢,1,0
